word,is_solution,first_entropy
shlub,0,4.217063
shmek,0,4.331006
shmoe,0,4.907081
shoal,1,5.131504
shoat,0,5.209390
shock,1,4.199002
shoed,0,5.014093
shoer,0,5.361845
shoes,0,4.416732
shogi,0,4.428549
shogs,0,3.726683
shoji,0,3.899216
shojo,0,3.300483
shola,0,5.036106
shone,1,5.257977
shook,1,3.737060
shool,0,4.299462
shoon,0,4.195864
shoos,0,3.387002
shoot,1,4.346148
shope,0,4.973633
shops,0,3.768252
shore,1,5.423007
shorl,0,5.070775
shorn,1,5.019137
short,1,5.183743
shote,0,5.307571
shots,0,4.120249
shott,0,4.324191
shout,1,4.849697
shove,1,4.656655
showd,0,4.135646
shown,1,4.335444
shows,0,3.529923
showy,1,4.149232
shoyu,0,4.343005
shred,0,5.102046
shrew,1,4.803696
shris,0,4.211501
shrow,0,4.500136
shrub,1,4.353364
shrug,1,4.447140
shtik,0,4.407186
shtum,0,4.315986
shtup,0,4.378203
shuck,1,3.998265
shule,0,5.153523
shuln,0,4.716279
shuls,0,3.911835
shuns,0,3.820826
shunt,1,4.774310
shura,0,4.913653
shush,1,3.042106
shute,0,5.128754
shuts,0,3.904166
shwas,0,3.660036
shyer,0,4.997271
shyly,1,3.690699
sials,0,4.629377
sibbs,0,2.973391
sibyl,0,4.475296
sices,0,4.470898
sicht,0,4.697748
sicko,0,4.362646
sicks,0,3.580663
sicky,0,4.156785
sidas,0,4.210419
sided,0,4.405724
sider,0,5.334437
sides,0,4.404632
sidha,0,4.608852
sidhe,0,4.967812
sidle,0,5.335668
siege,1,4.672200
sield,0,5.192611
siens,0,4.529403
sient,0,5.473205
sieth,0,5.202039
sieur,0,5.372800
sieve,1,4.397686
sifts,0,3.860725
sighs,0,3.621063
sight,1,4.550362
sigil,0,4.094509
sigla,0,4.902960
sigma,1,4.482285
signa,0,4.801683
signs,0,3.909665
sijos,0,3.454928
sikas,0,3.933339
siker,0,5.044262
sikes,0,4.107092
silds,0,4.061048
siled,0,5.276160
silen,0,5.472026
siler,0,5.588392
siles,0,4.704095
silex,0,4.675578
silks,0,3.828703
silky,1,4.399393
sills,0,3.644495
silly,1,4.213960
silos,0,4.368434
silts,0,4.394573
silty,0,4.965302
silva,0,4.611897
simar,0,5.169658
simas,0,4.128210
simba,0,4.390840
simis,0,3.192484
simps,0,3.639192
simul,0,4.674907
since,1,5.342905
sinds,0,3.973934
sined,0,5.190627
sines,0,4.615330
sinew,1,4.902851
singe,1,5.098533
sings,0,3.885332
sinhs,0,3.938775
sinks,0,3.737855
sinky,0,4.311734
sinus,0,4.049641
siped,0,4.946687
sipes,0,4.373437
sippy,0,3.725827
sired,0,5.397990
siree,0,5.237468
siren,1,5.583403
sires,0,4.816965
sirih,0,4.337353
siris,0,3.716992
siroc,0,5.097720
sirra,0,4.710215
sirup,0,4.822171
sisal,0,4.565929
sises,0,3.768243
sissy,1,3.172314
sista,0,4.459210
sists,0,3.455436
sitar,0,5.544535
sited,0,5.278415
sites,0,4.698818
sithe,0,5.249544
sitka,0,4.721414
situp,0,4.696725
situs,0,4.133127
siver,0,4.979083
sixer,0,4.749104
sixes,0,3.805016
sixmo,0,3.874038
sixte,0,4.731464
sixth,1,4.108876
sixty,1,4.093391
sizar,0,4.669344
sized,0,4.392481
sizel,0,4.707177
sizer,0,4.755551
sizes,0,3.807643
skags,0,3.598447
skail,0,4.861503
skald,0,4.602423
skank,0,3.877526
skart,0,5.054908
skate,1,5.227142
skats,0,4.014141
skatt,0,4.204039
skaws,0,3.411622
skean,0,4.903611
skear,0,5.138216
skeds,0,3.637150
skeed,0,4.125890
skeef,0,3.876594
skeen,0,4.356860
skeer,0,4.503021
skees,0,3.551453
skeet,0,4.497387
skegg,0,3.500157
skegs,0,3.555976
skein,0,4.763065
skelf,0,4.306641
skell,0,4.135185
skelm,0,4.459252
skelp,0,4.527501
skene,0,4.392706
skens,0,3.894685
skeos,0,3.936022
skeps,0,3.612252
skers,0,4.065815
skets,0,3.967020
skews,0,3.374770
skids,0,3.481248
skied,0,4.706972
skier,1,5.070295
skies,0,4.131760
skiey,0,4.699485
skiff,1,3.157782
skill,1,3.971810
skimo,0,4.181795
skimp,1,3.918952
skims,0,3.405815
skink,0,3.654633
skins,0,3.726770
skint,0,4.669758
skios,0,3.798983
skips,0,3.463280
skirl,0,4.756117
skirr,0,4.116057
skirt,1,4.869408
skite,0,5.046676
skits,0,3.826481
skive,0,4.362395
skivy,0,3.762367
sklim,0,4.220468
skoal,0,4.815315
skody,0,4.080666
skoff,0,3.164260
skogs,0,3.396001
skols,0,3.824709
skool,0,3.982083
skort,0,4.880103
skosh,0,3.585755
skran,0,4.844971
skrik,0,3.842737
skuas,0,3.728049
skugs,0,3.180256
skulk,1,3.560639
skull,1,3.758500
skunk,1,3.453267
skyed,0,4.302895
skyer,0,4.681542
skyey,0,3.682340
skyfs,0,2.880373
skyre,0,4.728002
skyrs,0,3.528688
skyte,0,4.617633
slabs,0,4.144791
slack,1,4.748471
slade,0,5.535440
slaes,0,4.950364
slags,0,4.246438
slaid,0,5.193840
slain,1,5.382783
slake,0,5.287030
slams,0,4.236256
slane,0,5.770181
slang,1,4.959300
slank,0,4.872287
slant,1,5.492667
slaps,0,4.290625
slart,0,5.627586
slash,1,4.389695
slate,1,5.855775
slats,0,4.649847
slaty,0,5.226337
slave,1,5.185665
slaws,0,4.052044
slays,0,4.271279
slebs,0,4.116994
sleds,0,4.287412
sleek,1,4.518856
sleep,1,4.743389
sleer,0,5.102188
sleet,1,5.141258
slept,1,5.202708
slews,0,4.025268
sleys,0,4.209562
slice,1,5.514092
slick,1,4.562201
slide,1,5.347631
slier,0,5.666105
slily,0,4.282810
slime,1,5.275099
slims,0,4.048212
slimy,1,4.655608
sling,1,4.743368
slink,1,4.659376
slipe,0,5.341125
slips,0,4.104971
slipt,0,5.053115
slish,0,4.207857
slits,0,4.471413
slive,0,5.008581
sloan,0,5.343517
slobs,0,3.946660
sloes,0,4.739132
slogs,0,4.040201
sloid,0,5.012884
slojd,0,4.101264
slomo,0,4.128959
sloom,0,4.169818
sloop,1,4.237157
sloot,0,4.666874
slope,1,5.290605
slops,0,4.083631
slopy,0,4.686756
slorm,0,4.959358
slosh,1,4.199708
sloth,1,5.041329
slots,0,4.453160
slove,0,4.963182
slows,0,3.844635
sloyd,0,4.655741
slubb,0,3.641703
slubs,0,3.734357
slued,0,5.136492
slues,0,4.549108
sluff,0,3.581844
slugs,0,3.828856
sluit,0,5.186361
slump,1,4.341865
slums,0,3.823593
slung,1,4.531985
slunk,1,4.454197
slurb,0,4.645317
slurp,1,4.813275
slurs,0,4.271851
sluse,0,4.617119
slush,1,3.986517
sluts,0,4.237208
slyer,0,5.263273
slyly,1,3.246541
slype,0,4.924297
smaak,0,3.830046
smack,1,4.300088
smaik,0,4.480024
small,1,4.321730
smalm,0,4.148065
smalt,0,5.143609
smarm,0,4.228494
smart,1,5.242078
smash,1,3.946047
smaze,0,4.508346
smear,1,5.314889
smeek,0,4.050115
smees,0,3.726298
smeik,0,4.456379
smeke,0,4.071480
smell,1,4.311613
smelt,1,5.102521
smerk,0,4.562049
smews,0,3.548303
smile,1,5.230522
smirk,1,4.416841
smirr,0,4.304016
smirs,0,4.094438
smite,1,5.226090
smith,1,4.617176
smits,0,4.008687
smock,1,4.102291
smogs,0,3.579500
smoke,1,4.609639
smoko,0,3.519505
smoky,1,4.016398
smolt,0,4.952093
smoor,0,4.283276
smoot,0,4.216576
smore,0,5.283157
smorg,0,4.548272
smote,1,5.186141
smout,0,4.720455
smowt,0,4.357950
smugs,0,3.359819
smurs,0,3.858608
smush,0,3.539010
smuts,0,3.776712
snabs,0,3.995004
snack,1,4.584831
snafu,0,4.455688
snags,0,4.086854
snail,1,5.335312
snake,1,5.131733
snaky,1,4.515752
snaps,0,4.137089
snare,1,5.770089
snarf,0,4.882018
snark,0,4.897723
snarl,1,5.384793
snars,0,4.567550
snary,0,5.154017
snash,0,4.252244
snath,0,5.088867
snaws,0,3.906297
snead,0,5.169179
sneak,1,4.902426
sneap,0,5.120581
snebs,0,3.950346
sneck,0,4.536744
sneds,0,4.131108
sneed,0,4.614905
sneer,1,4.963740
snees,0,4.039366
snell,0,4.603462
snibs,0,3.801180
snick,0,4.396655
snide,1,5.187697
snies,0,4.616320
sniff,1,3.643452
snift,0,4.692517
snigs,0,3.892473
snipe,1,5.176699
snips,0,3.944229
snipy,0,4.544701
snirt,0,5.337864
snits,0,4.313031
snobs,0,3.799465
snods,0,3.983692
snoek,0,4.903248
snoep,0,5.119868
snogs,0,3.895010
snoke,0,4.917183
snood,0,4.153458
snook,0,3.890916
snool,0,4.451748
snoop,1,4.086119
snoot,0,4.515204
snore,1,5.578530
snort,1,5.346085
snots,0,4.313056
snout,1,5.022093
snowk,0,4.037249
snows,0,3.707491
snowy,1,4.316965
snubs,0,3.565703
snuck,1,4.182250
snuff,1,3.420143
snugs,0,3.650411
snush,0,3.834735
snyes,0,4.216915
soaks,0,4.083506
soaps,0,4.286090
soapy,1,4.875153
soare,0,5.885960
soars,0,4.726473
soave,0,5.130148
sobas,0,4.106168
sober,1,5.208938
socas,0,4.316177
soces,0,4.482921
socko,0,3.726102
socks,0,3.617185
socle,0,5.425842
sodas,0,4.256793
soddy,0,3.813400
sodic,0,4.668039
sodom,0,3.845368
sofar,0,5.061286
sofas,0,4.004381
softa,0,4.799293
softs,0,3.895894
softy,0,4.476470
soger,0,5.261416
soggy,1,3.717463
sohur,0,4.891351
soils,0,4.484776
soily,0,5.062085
sojas,0,3.629460
sojus,0,3.263446
sokah,0,4.583834
soken,0,4.899565
sokes,0,4.113840
sokol,0,4.005456
solah,0,5.136944
solan,0,5.311017
solar,1,5.536233
solas,0,4.530805
solde,0,5.310097
soldi,0,4.794139
soldo,0,4.201481
solds,0,4.101969
soled,0,5.298819
solei,0,5.394081
soler,0,5.600130
soles,0,4.716783
solid,1,4.994295
solon,0,4.453321
solos,0,3.668919
solum,0,4.669121
solus,0,4.180452
solve,1,4.961121
soman,0,4.951095
somas,0,4.165974
sonar,1,5.516330
sonce,0,5.394131
sonde,0,5.243838
sones,0,4.651579
songs,0,3.947167
sonic,1,4.906553
sonly,0,4.937185
sonne,0,4.757135
sonny,0,4.139838
sonse,0,4.742097
sonsy,0,4.116645
sooey,0,4.550542
sooks,0,3.161215
sooky,0,3.733722
soole,0,4.933383
sools,0,3.730996
sooms,0,3.311668
soops,0,3.360456
soote,0,4.915725
sooth,1,4.335632
soots,0,3.734270
sooty,1,4.307301
sophs,0,3.742335
sophy,0,4.341246
sopor,0,4.383393
soppy,0,3.767254
sopra,0,5.088289
soral,0,5.505344
soras,0,4.687636
sorbo,0,4.171556
sorbs,0,4.070595
sorda,0,5.145439
sordo,0,4.342735
sords,0,4.245774
sored,0,5.414878
soree,0,5.241163
sorel,0,5.671332
sorer,0,4.955389
sores,0,4.829473
sorex,0,4.817812
sorgo,0,4.260379
sorns,0,4.497093
sorra,0,4.743935
sorry,1,4.427900
sorta,0,5.473950
sorts,0,4.579438
sorus,0,4.322717
soths,0,4.068376
sotol,0,4.581944
souce,0,5.271029
souct,0,5.038551
sough,0,4.469952
souks,0,3.686607
souls,0,4.255062
soums,0,3.840661
sound,1,4.756868
soups,0,3.896301
soupy,0,4.486235
sours,0,4.339695
souse,0,4.594183
south,1,4.863615
souts,0,4.259539
sowar,0,5.028424
sowce,0,4.892767
sowed,0,4.722069
sower,1,5.072910
sowff,0,3.203183
sowfs,0,3.291825
sowle,0,5.077581
sowls,0,3.864831
sowms,0,3.448336
sownd,0,4.376775
sowne,0,4.993879
sowps,0,3.494514
sowse,0,4.229066
sowth,0,4.463112
soyas,0,4.240272
soyle,0,5.276551
soyuz,0,3.883481
sozin,0,4.306478
space,1,5.299158
spacy,0,4.665116
spade,1,5.144989
spado,0,4.694659
spaed,0,5.137127
spaer,0,5.484396
spaes,0,4.550677
spags,0,3.843259
spahi,0,4.564422
spail,0,5.103102
spain,0,5.002081
spait,0,5.174004
spake,0,4.901332
spald,0,4.836132
spale,0,5.483055
spall,0,4.387329
spalt,0,5.203263
spams,0,3.833034
spane,0,5.399899
spang,0,4.574527
spank,1,4.504597
spans,0,4.177890
spard,0,4.920994
spare,1,5.551208
spark,1,4.672202
spars,0,4.331235
spart,0,5.296129
spasm,1,3.863090
spate,0,5.481334
spats,0,4.262039
spaul,0,4.893130
spawl,0,4.540020
spawn,1,4.441265
spaws,0,3.652205
spayd,0,4.461046
spays,0,3.876928
spaza,0,3.447476
spazz,0,3.205640
speak,1,4.670298
speal,0,5.223097
spean,0,5.147297
spear,1,5.381116
speat,0,5.312456
speck,1,4.315158
specs,0,4.032839
spect,0,4.980098
speed,1,4.370028
speel,0,4.699736
speer,0,4.741842
speil,0,5.120468
speir,0,5.242834
speks,0,3.639921
speld,0,4.800069
spelk,0,4.553861
spell,1,4.378070
spelt,1,5.170358
spend,1,4.717209
spent,1,5.082452
speos,0,4.179951
sperm,1,4.768356
spets,0,4.218892
speug,0,4.443251
spews,0,3.616083
spewy,0,4.204320
spial,0,5.062564
spica,0,4.782269
spice,1,5.120665
spick,0,4.171458
spics,0,3.882851
spicy,1,4.481058
spide,0,4.950454
spied,1,4.953436
spiel,1,5.271433
spier,0,5.310849
spies,0,4.381281
spiff,0,3.389730
spifs,0,3.483094
spike,1,4.715474
spiks,0,3.491147
spiky,1,4.075199
spile,0,5.301135
spill,1,4.214231
spilt,1,5.014978
spims,0,3.638112
spina,0,4.862833
spine,1,5.191887
spink,0,4.282593
spins,0,3.962940
spiny,1,4.568481
spire,1,5.373608
spirt,0,5.109201
spiry,0,4.742312
spite,1,5.299066
spits,0,4.076922
spitz,0,4.043020
spivs,0,3.395739
splat,1,5.083871
splay,0,4.732066
split,1,4.940095
splog,0,4.436632
spode,0,4.921545
spods,0,3.725966
spoil,1,4.931599
spoke,1,4.671374
spoof,1,3.610312
spook,1,3.649248
spool,1,4.215289
spoom,0,3.763477
spoon,1,4.100823
spoor,0,4.348185
spoot,0,4.274929
spore,1,5.339150
spork,0,4.489434
sport,1,5.116340
sposh,0,3.821845
spots,0,4.066853
spout,1,4.778716
sprad,0,4.885516
sprag,0,4.746139
sprat,0,5.261731
spray,1,4.884560
spred,0,5.021493
spree,1,4.872194
sprew,0,4.726001
sprig,1,4.587372
sprit,0,5.104570
sprod,0,4.736569
sprog,0,4.596460
sprue,0,5.130044
sprug,0,4.357649
spuds,0,3.504041
spued,0,4.739104
spuer,0,5.094381
spues,0,4.145254
spugs,0,3.420688
spule,0,5.076513
spume,0,4.640104
spumy,0,4.023564
spunk,1,4.083785
spurn,1,4.704747
spurs,0,3.917427
spurt,1,4.884889
sputa,0,4.760019
spyal,0,4.715276
spyre,0,4.962778
squab,0,3.723732
squad,1,3.958641
squat,1,4.341602
squaw,0,3.648759
squeg,0,3.998110
squib,1,3.588179
squid,0,3.817056
squit,0,4.204588
squiz,0,3.201709
stabs,0,4.017359
stack,1,4.627432
stade,0,5.404164
staff,1,3.866279
stage,1,5.325268
stags,0,4.110015
stagy,0,4.721110
staid,1,5.067039
staig,0,4.937218
stain,1,5.273644
stair,1,5.514467
stake,1,5.156720
stale,1,5.738573
stalk,1,4.854183
stall,1,4.655537
stamp,1,4.622201
stand,1,5.028978
stane,0,5.658277
stang,0,4.846843
stank,1,4.769862
staph,0,4.757127
staps,0,4.161595
stare,1,5.807280
stark,1,4.937590
starn,0,5.383475
starr,0,4.808855
stars,0,4.600345
start,1,4.820028
stash,1,4.252149
state,1,5.006693
stats,0,3.789607
staun,0,5.070527
stave,1,5.063239
staws,0,3.925032
stays,0,4.141152
stead,1,5.195062
steak,1,4.933440
steal,1,5.480098
steam,1,5.089415
stean,0,5.414327
stear,0,5.645639
stedd,0,4.155762
stede,0,4.629111
steds,0,4.139682
steed,1,4.628657
steek,0,4.374345
steel,1,4.945993
steem,0,4.533143
steen,0,4.857801
steep,1,4.589761
steer,1,5.004562
steil,0,5.370910
stein,1,5.275901
stela,0,5.418286
stele,0,4.967268
stell,0,4.633121
steme,0,4.555072
stems,0,4.064878
stend,0,4.975387
steno,0,5.192862
stens,0,4.394461
stent,0,4.611385
steps,0,4.109949
stept,0,4.330075
stere,0,5.050885
stern,1,5.357715
stets,0,3.741086
stews,0,3.877851
stewy,0,4.463657
steys,0,4.064014
stich,0,4.684935
stick,1,4.430492
stied,0,5.219654
sties,0,4.643897
stiff,1,3.675229
stilb,0,4.700978
stile,0,5.551916
still,1,4.474100
stilt,1,4.546591
stime,0,5.141604
stims,0,3.917134
stimy,0,4.531593
sting,1,4.627319
stink,1,4.551523
stint,1,4.448438
stipa,0,4.880562
stipe,0,5.201640
stire,0,5.641458
stirk,0,4.748795
stirp,0,4.955198
stirs,0,4.424422
stive,0,4.871310
stivy,0,4.275178
stoae,0,5.601326
stoai,0,5.091856
stoas,0,4.448312
stoat,0,4.673515
stobs,0,3.820613
stock,1,4.430536
stoep,0,5.137754
stogy,0,4.522574
stoic,1,4.875739
stoit,0,4.526910
stoke,1,4.935074
stole,1,5.519420
stoln,0,5.108043
stoma,0,4.810280
stomp,1,4.424165
stond,0,4.832955
stone,1,5.436302
stong,0,4.659002
stonk,0,4.572239
stonn,0,4.310448
stony,1,4.863599
stood,1,4.172279
stook,0,3.916662
stool,1,4.480041
stoop,1,4.112485
stoor,0,4.619933
stope,0,5.157815
stops,0,3.960914
stopt,0,4.186939
store,1,5.610466
stork,1,4.757364
storm,1,4.892541
story,1,5.020477
stoss,0,3.379191
stots,0,3.598304
stott,0,3.644843
stoun,0,4.892635
stoup,0,4.624765
stour,0,5.135141
stout,1,4.310131
stove,1,4.836894
stown,0,4.516791
stowp,0,4.253832
stows,0,3.720838
strad,0,5.145465
strae,0,5.767281
strag,0,5.021236
strak,0,4.903246
strap,1,5.099869
straw,1,4.854672
stray,1,5.152403
strep,0,5.225353
strew,0,4.986963
stria,0,5.301041
strig,0,4.856580
strim,0,4.867968
strip,1,4.946348
strop,0,4.947047
strow,0,4.691523
stroy,0,5.003201
strum,0,4.645421
strut,1,4.396337
stubs,0,3.592376
stuck,1,4.224198
stude,0,4.991787
studs,0,3.756328
study,1,4.361226
stuff,1,3.456565
stull,0,4.257099
stulm,0,4.570388
stumm,0,3.648806
stump,1,4.208374
stums,0,3.682777
stung,1,4.411112
stunk,1,4.345557
stuns,0,3.999944
stunt,1,4.229850
stupa,0,4.660839
stupe,0,4.972376
sture,0,5.408308
sturt,0,4.415329
styed,0,4.800791
styes,0,4.229369
style,1,5.122177
styli,0,4.664624
stylo,0,4.757296
styme,0,4.734003
stymy,0,3.487834
styre,0,5.208348
styte,0,4.382277
suave,1,4.923007
subah,0,4.502463
subas,0,3.873086
subby,0,3.366560
suber,0,5.007062
subha,0,4.297821
succi,0,3.851809
sucks,0,3.380503
sucky,0,3.958863
sucre,0,5.288579
sudds,0,2.989499
sudor,0,4.940251
sudsy,0,3.647159
suede,0,4.563755
suent,0,5.273656
suers,0,4.496440
suete,0,4.891279
suets,0,4.397828
suety,0,4.947912
sugan,0,4.729583
sugar,1,4.984669
sughs,0,3.424136
sugos,0,3.803739
suhur,0,3.978806
suids,0,3.926726
suing,1,4.543990
suint,0,5.098685
suite,1,5.458856
suits,0,4.264020
sujee,0,4.024293
sukhs,0,3.252969
sukuk,0,2.650766
sulci,0,4.720728
sulfa,0,4.526530
sulfo,0,4.431824
sulks,0,3.624001
sulky,1,4.196513
sully,1,4.012525
sulph,0,4.450917
sulus,0,3.260423
sumac,1,4.549083
sumis,0,3.786228
summa,0,3.777737
sumos,0,3.797918
sumph,0,4.060908
sumps,0,3.427882
sunis,0,4.107728
sunks,0,3.545177
sunna,0,4.215190
sunns,0,3.297502
sunny,1,3.896117
sunup,0,3.734863
super,1,5.119950
supes,0,4.167720
supra,0,4.855190
surah,0,5.064932
sural,0,5.278031
suras,0,4.448752
surat,0,5.421721
surds,0,3.996743
sured,0,5.208506
surer,1,4.756916
sures,0,4.614678
surfs,0,3.758711
surfy,0,4.350143
surge,1,5.126411
surgy,0,4.501589
surly,1,4.850547
surra,0,4.510371
sused,0,4.262622
suses,0,3.560169
sushi,1,3.710245
susus,0,2.323061
sutor,0,5.232231
sutra,0,5.186722
sutta,0,4.360731
swabs,0,3.537803
swack,0,4.145568
swads,0,3.713296
swage,0,4.851919
swags,0,3.638397
swail,0,4.882357
swain,0,4.786613
swale,0,5.270769
swaly,0,4.639919
swami,1,4.319890
swamp,1,4.140463
swamy,0,4.246495
swang,0,4.374896
swank,0,4.295089
swans,0,3.974265
swaps,0,3.677831
swapt,0,4.639882
sward,0,4.712850
sware,0,5.335427
swarf,0,4.432020
swarm,1,4.582570
swart,0,5.077975
swash,1,3.799413
swath,1,4.635668
swats,0,4.045620
swayl,0,4.556923
sways,0,3.669198
sweal,0,5.008107
swear,1,5.168542
sweat,1,5.092741
swede,0,4.161165
sweed,0,4.158846
sweel,0,4.479422
sweep,1,4.116793
sweer,0,4.528135
swees,0,3.580549
sweet,1,4.531336
sweir,0,5.020619
swell,1,4.167299
swelt,0,4.961133
swept,1,4.594647
swerf,0,4.418625
sweys,0,3.603112
swies,0,4.161621
swift,1,4.246918
swigs,0,3.450139
swile,0,5.092620
swill,1,4.000671
swims,0,3.435824
swine,1,4.984175
swing,1,4.156100
swink,0,4.082112
swipe,0,4.725135
swire,0,5.163078
swirl,1,4.789313
swish,1,3.607478
swiss,0,2.898240
swith,0,4.453949
swits,0,3.862638
swive,0,4.396868
swizz,0,2.802344
swobs,0,3.344522
swole,0,5.055767
swoln,0,4.637563
swoon,1,3.894484
swoop,1,3.637102
swops,0,3.484441
swopt,0,4.447585
sword,1,4.536372
swore,1,5.134984
sworn,1,4.718690
swots,0,3.855899
swoun,0,4.406517
swung,1,3.932240
sybbe,0,3.816820
sybil,0,4.486604
syboe,0,4.758900
sybow,0,3.880531
sycee,0,4.495389
syces,0,4.070861
sycon,0,4.591637
syens,0,4.157111
syker,0,4.671679
sykes,0,3.723290
sylis,0,4.029952
sylph,0,4.260065
sylva,0,4.295531
symar,0,4.855156
synch,0,4.316728
syncs,0,3.750034
synds,0,3.608181
syned,0,4.814469
synes,0,4.241892
synod,1,4.548884
synth,0,4.529568
syped,0,4.547878
sypes,0,3.985059
syphs,0,3.325616
syrah,0,4.931665
syren,0,5.206612
syrup,1,4.478109
sysop,0,3.740001
sythe,0,4.851391
syver,0,4.610456
taals,0,4.731113
taata,0,3.206840
tabby,1,3.796255
taber,0,5.410838
tabes,0,5.196982
tabid,0,4.738850
tabis,0,4.877456
tabla,0,4.293534
table,1,5.425587
taboo,1,4.219175
tabor,0,5.180539
tabun,0,4.728516
tabus,0,4.651167
tacan,0,4.509769
taces,0,5.400270
tacet,0,4.869051
tache,0,5.239468
tacho,0,4.777347
tachs,0,4.712870
tacit,1,4.545888
tacks,0,4.529754
tacky,1,4.364603
tacos,0,5.082060
tacts,0,4.363659
taels,0,5.572223
taffy,1,3.684080
tafia,0,4.145766
taggy,0,3.886278
tagma,0,3.923534
tahas,0,4.298189
tahrs,0,5.068390
taiga,0,4.374074
taigs,0,4.988099
taiko,0,4.810646
tails,0,5.396127
tains,0,5.309560
taint,1,4.760028
taira,0,4.883332
taish,0,5.227659
taits,0,4.644619
tajes,0,4.724086
takas,0,4.088649
taken,1,5.083288
taker,1,5.244716
takes,0,5.027963
takhi,0,4.344951
takin,0,4.782108
takis,0,4.730797
takky,0,3.646401
talak,0,4.255580
talaq,0,3.870279
talar,0,4.906187
talas,0,4.649519
talcs,0,5.151330
talcy,0,4.989869
talea,0,4.991486
taler,0,5.770612
tales,0,5.615516
talks,0,4.766262
talky,0,4.594097
talls,0,4.585296
tally,1,4.407087
talma,0,4.291934
talon,1,5.334636
talpa,0,4.347709
taluk,0,4.693580
talus,0,5.078198
tamal,0,4.412840
tamed,0,5.103886
tamer,1,5.440076
tames,0,5.247694
tamin,0,4.974731
tamis,0,4.931357
tammy,0,3.888484
tamps,0,4.598944
tanas,0,4.609050
tanga,0,4.234402
tangi,0,4.802944
tango,1,4.886490
tangs,0,4.852182
tangy,1,4.703553
tanhs,0,4.908910
tanka,0,4.087840
tanks,0,4.704819
tanky,0,4.536398
tanna,0,3.838852
tansy,0,5.100456
tanti,0,4.480923
tanto,0,4.564288
tanty,0,4.356013
tapas,0,4.347342
taped,0,5.152147
tapen,0,5.356886
taper,1,5.509663
tapes,0,5.299053
tapet,0,4.771204
tapir,1,5.288984
tapis,0,4.986505
tappa,0,3.463931
tapus,0,4.760863
taras,0,4.812312
tardo,0,5.218862
tardy,1,4.998207
tared,0,5.603815
tares,0,5.742548
targa,0,4.462549
targe,0,5.557643
tarns,0,5.422348
taroc,0,5.342108
tarok,0,5.067885
taros,0,5.462777
tarot,1,4.924807
tarps,0,5.136781
tarre,0,5.269267
tarry,0,4.619873
tarsi,0,5.415247
tarts,0,4.733840
tarty,0,4.568348
tasar,0,4.893355
tased,0,5.389260
taser,0,5.752976
tases,0,4.814578
tasks,0,3.965732
tassa,0,3.871617
tasse,0,4.990468
tasso,0,4.541360
taste,1,4.991170
tasty,1,4.329427
tatar,0,4.210361
tater,0,5.079278
tates,0,4.864557
taths,0,4.205277
tatie,0,5.041977
tatou,0,4.336638
tatts,0,3.701236
tatty,1,3.552552
tatus,0,4.321308
taube,0,5.158554
tauld,0,5.024294
taunt,1,4.536136
tauon,0,5.173967
taupe,0,5.284198
tauts,0,4.415519
tavah,0,3.924461
tavas,0,4.048411
taver,0,5.186592
tawai,0,4.050676
tawas,0,4.110985
tawed,0,4.916747
tawer,0,5.267430
tawie,0,5.218500
tawny,1,4.565373
tawse,0,5.254323
tawts,0,4.029863
taxed,0,4.608655
taxer,0,4.956041
taxes,0,4.747819
taxis,0,4.431974
taxol,0,4.580778
taxon,0,4.486808
taxor,0,4.735694
taxus,0,4.212394
tayra,0,4.500784
tazza,0,2.800668
tazze,0,3.943906
teach,1,5.254409
teade,0,5.015455
teads,0,5.298789
teaed,0,5.035458
teaks,0,5.047334
teals,0,5.639375
teams,0,5.229758
tears,0,5.718023
teary,1,5.538002
tease,1,5.302744
teats,0,4.885538
teaze,0,4.441913
techs,0,4.724077
techy,0,4.549878
tecta,0,4.594984
teddy,1,3.959635
teels,0,4.854567
teems,0,4.436366
teend,0,4.626828
teene,0,4.224106
teens,0,4.776418
teeny,0,4.593107
teers,0,4.941206
teeth,1,3.950020
teffs,0,3.843431
teggs,0,4.043755
tegua,0,4.886502
tegus,0,4.716146
tehrs,0,5.084812
teiid,0,4.435444
teils,0,5.443642
teind,0,5.179798
teins,0,5.337162
telae,0,5.218580
telco,0,5.217209
teles,0,4.913216
telex,0,4.162472
telia,0,5.472756
telic,0,5.163837
tells,0,4.613838
telly,0,4.398936
teloi,0,5.252741
telos,0,5.309104
temed,0,4.395423
temes,0,4.530160
tempi,0,4.583498
tempo,1,4.648601
temps,0,4.601082
tempt,0,4.062868
temse,0,4.694889
tench,0,4.905938
tends,0,4.949593
tendu,0,4.786751
tenes,0,4.855109
tenet,1,4.331938
tenge,0,4.612438
tenia,0,5.414311
tenne,0,4.225894
tenno,0,4.514885
tenny,0,4.282037
tenon,0,4.567338
tenor,1,5.510925
tense,1,5.006987
tenth,1,4.392407
tents,0,4.542945
tenty,0,4.336669
tenue,0,4.808460
tepal,0,5.320115
tepas,0,5.198633
tepee,1,3.949192
tepid,1,4.858253
tepoy,0,4.808381
terai,0,5.593728
teras,0,5.663863
terce,0,5.060474
terek,0,4.653660
teres,0,5.048229
terfe,0,4.686886
terfs,0,4.933244
terga,0,5.296168
terms,0,5.096907
terne,0,5.165598
terns,0,5.413676
terra,1,5.000995
terry,0,4.602121
terse,1,5.211730
terts,0,4.752957
tesla,0,5.495092
